,author,cid,text,time,search_query,video_id,word_count,char_lengh,n_avg_word,n_numerics,upper_case,time_tag,urls_tag,hash_tag,emoji_tag,polarity,subjectivity,sentiment
33,Stan Mathers,UgxO1AT74il3L-eBcbl4AaABAg,OMG Sebastian vettel is more than amazing he is from another world,3 months ago,ferrari_sf90,T6fjCqPmJU0,12,66,4.583333333333333,0,1,,,,,0.55,0.7,positive
36,The Ferrari Guy,UgyHKqORkXjmLDW_eWx4AaABAg,"Hey! This video was simply amazing I love it! I make automotive compilation videos on my channel and I was just wondering if I could use 30 seconds or so of this video on one of mine. Now Don’t worry, the source of your video will be linked in the description and your channel name will be on the video itself in the top left corner. I hope to hear from you soon. Thank you for your time!",3 months ago,ferrari_sf90,T6fjCqPmJU0,78,388,3.9871794871794872,1,5,,,,,0.43125,0.5,positive
40,Ivan Morace,UgwiuhCREWEokQ4ANjJ4AaABAg,Forza Ferrari! Mostriamo tutta la forza e la determinazione del cavallino rampante!,3 months ago,ferrari_sf90,T6fjCqPmJU0,12,83,6.0,0,0,,,,,0.0,0.0,neutral
46,upside downdog,UgySJWxVZvrl6YKU_IV4AaABAg,If I was Enzo I would have pulled out of F1 with the new hybrid era. This is bullshit.,3 months ago,ferrari_sf90,T6fjCqPmJU0,19,86,3.5789473684210527,0,3,,,,,0.13636363636363635,0.45454545454545453,positive
59,John Radz,UgxJ_CCDJtfxiOk5vTN4AaABAg,"I hope this time the car will work for the whole year, not only until the summer. I also hope that the team will support 100% Seb, a four-time world champion, and not like they did in Monza, by supporting Kimi for the pole. (That was Arrivabene's fault). I hope you have learned the lesson. Finally, I hope they change the mediocre Spanish (Iñaki Rueda) they have as a strategist.",3 months ago,ferrari_sf90,T6fjCqPmJU0,70,380,4.442857142857143,0,4,,,,,-0.008333333333333331,0.6083333333333333,negative
61,John Stalvern,UgyR8cc6QWez-eK0AYh4AaABAg,You wont find me... You will never know who the real president of FERRARI is Its not enzo ferrari,3 months ago,ferrari_sf90,T6fjCqPmJU0,19,97,4.157894736842105,0,1,,,,,0.2,0.30000000000000004,positive
63,Daniel F,Ugx3S0FBmZjmhE00Ocx4AaABAg,"Not a Ferrari fan, but the matte finish looks really clean👌👌",3 months ago,ferrari_sf90,T6fjCqPmJU0,11,60,4.545454545454546,0,0,,,,👌👌,0.2,0.2,positive
73,John McGlasson,UgzsnT8GdfhljgZ8DMd4AaABAg,Yet another vid ruined with canned hip-hoppy club music which appeal to practically nobody.,3 months ago,ferrari_sf90,T6fjCqPmJU0,14,91,5.571428571428571,0,0,,,,,0.0,0.0,neutral
80,Tom Picker,UgyNZ1KJNmRk2RmPhFB4AaABAg,"It's not the car it's the driver. Vettle is a cry baby. Face it Ferrari, while Lewis is still a racer you will never win. Lewis for the 2019 title. ""COME ON LEWIS""",3 months ago,ferrari_sf90,T6fjCqPmJU0,33,163,3.9696969696969697,1,3,,,,,-0.4,0.4,negative
82,Pedro Vieira,UgxkSMSPMVMf0qbJOoV4AaABAg,"But there is a question, dos it sound good or this is just another vacuum cleaner?",3 months ago,ferrari_sf90,T6fjCqPmJU0,16,82,4.1875,0,0,,,,,0.36388888888888893,0.3333333333333333,positive
86,DUcE Dev!lsTear,UgyRi7W6NT8oAkgYHz54AaABAg,"Forza Charles ! Forza Ferrari ! Although I'd still pick a deeper shiny paint, it does look good.",3 months ago,ferrari_sf90,T6fjCqPmJU0,18,96,4.388888888888889,0,0,,,,,0.7,0.6000000000000001,positive
89,Shubham Gajwani,UgzdV7C75SP-eo4nsUx4AaABAg,"You gotta watch out for Charles Leclerc. That boy got potential for sure and with this beast now, F1's gonna be fun this year.",3 months ago (edited),ferrari_sf90,T6fjCqPmJU0,24,126,4.291666666666667,0,0,,,,,0.26666666666666666,0.6962962962962963,positive
90,alebasa94,Ugyuy5oilCDSeTcjjSB4AaABAg,"Un capolavoro!!!! Complimenti a tutto il team, che emozioni che ci regalate 👍🏻👍🏻 FORZA FERRARI",3 months ago,ferrari_sf90,T6fjCqPmJU0,15,94,5.333333333333333,0,2,,,,👍👍,0.0,0.0,neutral
95,The free Pirate,Ugw_8AEurtEIaX1kuNV4AaABAg,I have a question . Ferrari and Mercendes are going to be the two companies on the podium . But who is going to take a 3rd podium this year since redbull left renault and went with honda?? bcz honda wont deliver a podium finish its to early,3 months ago,ferrari_sf90,T6fjCqPmJU0,48,240,4.020833333333333,0,1,,,,,0.03333333333333333,0.09999999999999999,positive
98,Elon Musk,UgxF1jjYHTwnQERlJy54AaABAg,Thanks Ferrari this makes me want to go out and buy a pack of cigarettes. 😊,3 months ago,ferrari_sf90,T6fjCqPmJU0,16,75,3.75,0,0,,,,😊,0.2,0.2,positive
99,Liju R,UgxPXwj_sqIWybBwPU94AaABAg,This car sure will be sexy to watch in the rear view mirrors of the Mercs..,3 months ago,ferrari_sf90,T6fjCqPmJU0,16,75,3.75,0,0,,,,,0.5,0.9444444444444444,positive
100,Roger Torralbo,UgzCWtNDs-0zoz4Rc-h4AaABAg,"Si vettel con este animal no gana, mejor que no siga en Ferrari",3 months ago,ferrari_sf90,T6fjCqPmJU0,13,63,3.923076923076923,0,0,,,,,0.0,0.0,neutral
101,John Radz,UgzCWtNDs-0zoz4Rc-h4AaABAg.8rQHLIFV7GQ8rRddC-MrG2,"Roger Torralbo, y cómo sabes que es un animal si ni lo han probado? Vettel es un 4 veces campeón que se merendó a Alonso desde el 2009 hasta el presente. Ya no tiene que probar nada.",3 months ago,ferrari_sf90,T6fjCqPmJU0,37,182,3.945945945945946,2,0,,,,,0.0,0.0,neutral
102,Roger Torralbo,UgzCWtNDs-0zoz4Rc-h4AaABAg.8rQHLIFV7GQ8rVtrcHkwUB,"@John Radz que pruebe ganandole a hámilton, q x culpa suya Ferrari no quedo campeon👍",3 months ago,ferrari_sf90,T6fjCqPmJU0,15,84,4.666666666666667,0,0,,,,👍,0.0,0.0,neutral
103,John Radz,UgzCWtNDs-0zoz4Rc-h4AaABAg.8rQHLIFV7GQ8rW8pvED10C,"Roger Torralbo, Ferrari no fue campeón porque no ha estado a la altura de Mercedes. Así de sencillo.",3 months ago,ferrari_sf90,T6fjCqPmJU0,18,100,4.611111111111111,0,0,,,,,0.0,0.0,neutral
104,Roger Torralbo,UgzCWtNDs-0zoz4Rc-h4AaABAg.8rQHLIFV7GQ8rY0y11mUnN,"@John Radz pero que dices, si el mejor carro fue el ferrari toda la primera parte, mira las embarradas de vettel y los asiertos de hámilton compara y despues responde",3 months ago,ferrari_sf90,T6fjCqPmJU0,30,166,4.566666666666666,0,0,,,,,0.0,0.0,neutral
105,Andrew White,UgwKFsXgb4mUl4qWmMF4AaABAg,Is it going to be like 2018 where you win the first few races then fail for the rest of the season?,3 months ago,ferrari_sf90,T6fjCqPmJU0,22,99,3.5454545454545454,1,0,,,,,0.08750000000000002,0.2833333333333333,positive
110,Gerardo Musano,Ugy0iazqdBf7BggAm0x4AaABAg,Peccato non ha girato a Fiorano per i fans ma gira solo a Barcellona,3 months ago,ferrari_sf90,T6fjCqPmJU0,14,68,3.9285714285714284,0,0,,,,,0.0,0.0,neutral
112,Steven Hoe,Ugw7l0nefjmJmkLGscV4AaABAg,And..... break after 10 laps testing it... Well its not only Ferrari ofcourse...,3 months ago,ferrari_sf90,T6fjCqPmJU0,13,80,5.230769230769231,1,0,,,,,0.0,1.0,neutral
113,JedgamesGUY,UgwPAqODQ4h0qKeeFgp4AaABAg,As a Mercedes fan I wish SFMW all the best this year. I hope Vettel keeps good on his word that he'll fight this year.,3 months ago,ferrari_sf90,T6fjCqPmJU0,25,118,3.76,0,3,,,,,0.85,0.45000000000000007,positive
117,John Radz,UgyadRXU5GNbnQI39JJ4AaABAg.8rQ3iY9d_MG8rRdvzlqnHJ,"The Fourth Chairman, Vettel has 4 titles. It was Ferrari who screwed up.",3 months ago,ferrari_sf90,T6fjCqPmJU0,13,72,4.615384615384615,1,0,,,,,0.0,0.0,neutral
125,N.O.X. 98,UgytHaN5ppjYBtd47m94AaABAg,Looking so beautiful 🇮🇹❤ Let's start Mission Winn - the Title - now Forza Ferrari,3 months ago,ferrari_sf90,T6fjCqPmJU0,15,81,4.466666666666667,0,0,,,,❤,0.85,1.0,positive
127,walter kibbs,UgwLVk4AIHwpFJd3u-t4AaABAg,"How often is Charles Leclec gonna finish ahead of Seb this year, when Seb continues his crash4cash&dash moves!",3 months ago,ferrari_sf90,T6fjCqPmJU0,18,110,5.166666666666667,0,0,,,,,0.0,0.0,neutral
128,hellobooom,Ugy0d1ECQIvJ9bebfXx4AaABAg,"Let's hope Vettel can keep the car facing the right direction, or he will be replaced so tifosi.exe can win again.",3 months ago,ferrari_sf90,T6fjCqPmJU0,21,114,4.476190476190476,0,0,,,,,0.5428571428571429,0.46785714285714286,positive
143,XoticVenom,UgwvfBSbBQlX6DjXx0x4AaABAg,Leclerc will be the reason Ferrari lose the championship this year,3 months ago,ferrari_sf90,T6fjCqPmJU0,11,66,5.090909090909091,0,0,,,,,0.0,0.0,neutral
145,Maik's F1 Channel,UgxVxLnF-zMDWrbRimJ4AaABAg,"The most beautiful car Ferrari ever developed. Especially the paint job - red/black - that's something i like a lot. Great job, Ferrari, bring the title to maranello.",3 months ago,ferrari_sf90,T6fjCqPmJU0,28,166,4.964285714285714,0,0,,,,,0.45,0.71,positive
146,Ascender2306,UgxVxLnF-zMDWrbRimJ4AaABAg.8rPn-kFnYXJ8rT9yinv4ZD,I highly disagree! The 250 GTO is one of the best styled cars of the world ever. Thats why they are costing over 30 mio $ today.,3 months ago,ferrari_sf90,T6fjCqPmJU0,27,128,3.7777777777777777,2,2,,,,,0.6,0.41999999999999993,positive
148,Malik Shibly,UgwwksgndKEEkLyf5B54AaABAg,Love the matte finish. Best livery of the bunch so far.,3 months ago,ferrari_sf90,T6fjCqPmJU0,11,55,4.090909090909091,0,0,,,,,0.5333333333333333,0.6333333333333333,positive
149,Michelangelo Randazzo,Ugyg5DtOLUFa14ikeYd4AaABAg,"Forza Ferrari, è un evoluzione della sua progenitrice fatta a DOC speriamo di riportare i titoli a casa",3 months ago,ferrari_sf90,T6fjCqPmJU0,18,103,4.777777777777778,0,1,,,,,0.0,0.0,neutral
157,Alvid,UgzgArz_GjHwNWCWVFV4AaABAg,Great car but Vettel will do a lot of bullshits once again and Ferrari will lost the title. Fire this idiot,3 months ago,ferrari_sf90,T6fjCqPmJU0,21,107,4.142857142857143,0,0,,,,,0.0,0.775,neutral
162,Aryan panthri,Ugx6yY5WLkWas0qWYSd4AaABAg,That Mission Winnow Marlboro ad on the car is a beauty xD,3 months ago,ferrari_sf90,T6fjCqPmJU0,12,57,3.8333333333333335,0,0,,,,,0.0,0.0,neutral
168,Fatal Fury,UgzSY_tynLByzwIEFF54AaABAg,"At Ferrari we have something that is cyclical . the driver lineup :alesi (blows) ,Schumacher(great) ,raikonnen(blows),Alonso(great),vettel(suck big time) .even google knows which name is typed with big letter and wich not lol",3 months ago (edited),ferrari_sf90,T6fjCqPmJU0,32,225,6.0625,0,0,,,,,-0.13333333333333333,0.3,negative
170,Fatal Fury,Ugxn6qk4NXrfVppIPnx4AaABAg,"What's that logo? More win ,less spin? Lol. Vettel blows! He is not even a top 5 in my eyes . how do you wanna win the title with such driver???",3 months ago,ferrari_sf90,T6fjCqPmJU0,31,144,3.6774193548387095,1,0,,,,,0.4904761904761905,0.43809523809523804,positive
171,Luis Roman,Ugw53ZhKY4cj9pywkW14AaABAg,Mercedes and Red Bull have the best looking cars for 2019,3 months ago,ferrari_sf90,T6fjCqPmJU0,11,57,4.2727272727272725,1,0,,,,,0.5,0.15,positive
175,Racing Red,UgzLLnZ1katWm7E9o2N4AaABAg,"The most beautiful car on the grid will be Ferrari, like always. That new red/black livery looks amazing and the matte paint is really cool and badass. And congratulations team Ferrari on your 90th anniversary. You are the BEST. Forza Ferrari!",3 months ago,ferrari_sf90,T6fjCqPmJU0,41,243,4.951219512195122,0,1,,,,,0.5727272727272728,0.634090909090909,positive
177,Racing Red,UgzLLnZ1katWm7E9o2N4AaABAg.8rP044jMfLu8rbMrz9BIVD,@Starscream_xxx Says the moron with the merc avatar...hahaa oh please! 😂 Get out.,3 months ago,ferrari_sf90,T6fjCqPmJU0,13,81,5.3076923076923075,0,0,,,,😂,-1.0,1.0,negative
180,Kaap Ryul Park,UgwA3qyVUApMpsB_ATh4AaABAg,big fan of ferrari and charles leclerc! wish you guys all the luck this season!,3 months ago,ferrari_sf90,T6fjCqPmJU0,15,79,4.333333333333333,0,0,,,,,0.0,0.1,neutral
187,Darshit Shah,UgyYD-ZxvnCbkcYgnYF4AaABAg,Am i the only one who thinks the the background music played somewhat resembles to Finn Balor's Theme song? 😂😂,3 months ago,ferrari_sf90,T6fjCqPmJU0,20,110,4.55,0,0,,,,😂😂,0.0,1.0,neutral
191,Miky Koon,UgzBKW3gYolswdaoXVx4AaABAg,If its as fast as it looks the championship is won already . All is forgiven boys. lets blow them away in 2019 they really deserve it,3 months ago,ferrari_sf90,T6fjCqPmJU0,27,133,3.962962962962963,1,0,,,,,0.2,0.4,positive
192,Sonu03785,UgxLQGLGl9eYoUUge614AaABAg,you need Alonso back your drivers not capable of winning championship,3 months ago,ferrari_sf90,T6fjCqPmJU0,11,69,5.363636363636363,0,0,,,,,0.13333333333333333,0.3833333333333333,positive
208,Sergio David Buitron,Ugwpi8zYh7C-4azz1yR4AaABAg,"El color mate le va de maravilla y el diseño sin grandes alardes lo veo guapo.A ver si este año ganais,animo",3 months ago,ferrari_sf90,T6fjCqPmJU0,21,108,4.190476190476191,0,0,,,,,0.0,0.0,neutral
213,De Space,UgxWIs2htVVFBroaz3J4AaABAg,"Lasciatemi tifare con la bandiera in mano. Lasciatemi vincere un camiponato piano piano. Lasciatemi tifare perché ne sono fiero Sono il tifoso, il tifoso vero Vai Seb!!!",3 months ago (edited),ferrari_sf90,T6fjCqPmJU0,27,169,5.296296296296297,0,0,,,,,0.0,0.0,neutral
219,Joe Joe,Ugz-RGCQdgSaIFwQoht4AaABAg,Ferrari had the car to win last year but came up short due to stupid amateur mistakes from Vettel. He needs to prove himself this year before Leclerk kicks his ass.,3 months ago,ferrari_sf90,T6fjCqPmJU0,31,164,4.32258064516129,0,0,,,,,-0.06249999999999998,0.3986111111111111,negative
222,Daniel Corona,Ugyea9BtG4Sf-wDX3yt4AaABAg,Uffff 🔥🔥😏 that’s a hot design I’d even call it sexy!!,3 months ago,ferrari_sf90,T6fjCqPmJU0,11,53,3.909090909090909,0,0,,,,🔥🔥😏,0.515625,0.925,positive
233,Alvid,UgyehDChvnWBi6jRArx4AaABAg.8rNqrf51NE68rPakX9l3Bo,Mercedes will win because they doesn't have this stupid Vettel xD,3 months ago,ferrari_sf90,T6fjCqPmJU0,11,65,5.0,0,0,,,,,5.551115123125783e-17,0.7,positive
234,Greiguci Wootchie,UgyehDChvnWBi6jRArx4AaABAg.8rNqrf51NE68rY2C0yt3yQ,Hamilton is straight as a roundabout so hope Vettel does it. The new dude will be a very confident young guy. Could be interesting. Lol,3 months ago,ferrari_sf90,T6fjCqPmJU0,25,135,4.44,0,0,,,,,0.39772727272727276,0.5757575757575757,positive
235,antastic cooking,Ugzp-KUwdjik92FkyL14AaABAg,The most beautiful f1 car I've ever seen!!! This is the year that the greatest driver EVER gets his 5th world title!!!! Forza Ferrari!!!!!!!,3 months ago,ferrari_sf90,T6fjCqPmJU0,24,140,4.875,0,1,,,,,0.8333333333333334,0.8333333333333334,positive
237,Олонг Джонсон,UgxHS-3dMBYOtDSFgcl4AaABAg,Super!!! It's time to dump the Mercedes from the top. Formula One World needs a Ferrari title! Forza Ferrari! From Moscow!,3 months ago,ferrari_sf90,T6fjCqPmJU0,21,122,4.857142857142857,0,0,,,,,0.8138020833333333,0.5833333333333333,positive
238,coolguy10060,UgzCccaSrJe9xpR3lWh4AaABAg,And their is the final gladiator of the field. 90 years pf racecraft all engineerd to perform at the pinnacle of motorsport.driven by new blood and proven power the only ones to fight the silber pfeilen forza ferrari go on and take that title as only tiffosi can do full.of drama and full of emotion GO! WIN! For all of us waiting know you have our full suport. Charles Seb make Marennnello proud!,3 months ago,ferrari_sf90,T6fjCqPmJU0,73,397,4.4520547945205475,1,2,,,,,0.36548295454545454,0.7443181818181819,positive
248,DuKirpalani,UgyWm-SsJ3UAcUals4t4AaABAg,Maybe we can get a road car Ferrari with matte red too!,3 months ago,ferrari_sf90,T6fjCqPmJU0,12,55,3.6666666666666665,0,0,,,,,0.0,0.0,neutral
257,Aritra Banerjee,UgxEVRd3b2gfULaGttR4AaABAg,F1 this is where Ferrari had originated and that's all about 90th edition.,3 months ago,ferrari_sf90,T6fjCqPmJU0,13,74,4.769230769230769,0,1,,,,,0.0,0.0,neutral
258,snf,UgydkbBYBPs_zxyD2Pt4AaABAg,"I don't work for Ferrari or any tobacco company but I think everyone reading this should go smoke a pack of reds, then you'll start winning now. God bless.",3 months ago (edited),ferrari_sf90,T6fjCqPmJU0,29,155,4.379310344827586,0,2,,,,,0.5,0.75,positive
259,saurab krishna,UgyiqUm8hmrAFTvG1a14AaABAg,A Ferrari is a Ferrari. Nothing comes close in the shear presence,3 months ago,ferrari_sf90,T6fjCqPmJU0,12,65,4.5,0,1,,,,,0.0,0.0,neutral
261,Hay 14,UgyRO4Pe5BT3Uap2vzh4AaABAg,Is it just me or is that the wrong shade of red,3 months ago,ferrari_sf90,T6fjCqPmJU0,12,47,3.0,0,0,,,,,-0.25,0.45,negative
262,Stefano Ciaglia,UgzYvt9MH3UeP2P0vgJ4AaABAg,É ora di distruggere i crucchi. Buona Fortuna Mattia. Forza Ferrari ❤🏁,3 months ago,ferrari_sf90,T6fjCqPmJU0,12,70,4.916666666666667,0,1,,,,❤🏁,0.0,0.0,neutral
264,Arv C,UgwI5trBM5h7oE55K6t4AaABAg,"This looks similar to the Red Bull 2019 car expect the colour red with less cosmetics. Despite being a Lewis/Mercedes fan, I admired last year's car but like I say ' a legend with natural talent can destroy all comers'. Good luck Ferrari with the competition.",3 months ago,ferrari_sf90,T6fjCqPmJU0,46,259,4.6521739130434785,1,2,,,,,0.05416666666666666,0.19166666666666668,positive
268,Francesco Mollo,UgxOaBfa3SzoYLyo5al4AaABAg,"I just hope F1 change some of those “safety rules” that are too strict to enjoy that competition.. I mean, there are no battles anymore, and I mean breathless battles.. Safety is indeed important, but they’re transforming the circuit into an highway, what’s next? Fine for speeding?",3 months ago (edited),ferrari_sf90,T6fjCqPmJU0,47,282,5.0212765957446805,0,4,,,,,0.09861111111111114,0.5625,positive
276,James Jarvis,UgzphwcFuiqg-RKC8mR4AaABAg,This imo is the best looking Ferrari in a long long time. Love the colour and effect.,3 months ago,ferrari_sf90,T6fjCqPmJU0,17,85,4.0588235294117645,0,0,,,,,0.35,0.42500000000000004,positive
277,Matthew Manuel,UgwznCvSta_1RurZHqF4AaABAg,That Mission Winnow lively is awesome... but hey anyone else suddenly craving a delicious Marlboro cigarette ?,3 months ago,ferrari_sf90,T6fjCqPmJU0,17,110,5.529411764705882,0,0,,,,,0.6666666666666666,0.8333333333333334,positive
281,Tofuboi 86,UgwHdXCEyWPOJPgzf0N4AaABAg.8rNXVocQjyx8rO27y7cVcP,no it is Silver season with actual PROs who dont need that Ferrari budget,3 months ago,ferrari_sf90,T6fjCqPmJU0,14,73,4.285714285714286,0,0,,,,,0.0,0.1,neutral
282,valenesco45,UgwHdXCEyWPOJPgzf0N4AaABAg.8rNXVocQjyx8rOxS4kdHCD,TofuBoi 86 lol they have even more budget than ferrari actually...,3 months ago,ferrari_sf90,T6fjCqPmJU0,11,66,5.090909090909091,1,0,,,,,0.43333333333333335,0.43333333333333335,positive
283,Tofuboi 86,UgwHdXCEyWPOJPgzf0N4AaABAg.8rNXVocQjyx8rPNiW4NgNG,valenesco45 no they seriously dont did you see WTF1’s video? thanks to Longest Standing Team they get incredible money,3 months ago,ferrari_sf90,T6fjCqPmJU0,19,118,5.2631578947368425,0,0,,,,,0.2555555555555556,0.5888888888888889,positive
291,MONARCHY -,UgytXSrdZLYhCjpZD9F4AaABAg.8rNX48tZPWr8rPWTLnovw2,@Tofuboi 86 Man I really wish Ferrari could come up with some genius designs that help them win.,3 months ago,ferrari_sf90,T6fjCqPmJU0,18,96,4.388888888888889,1,1,,,,,0.5,0.30000000000000004,positive
295,정준영,Ugzwj0yCGbMZFB1-3Fl4AaABAg,WOW The machine is a masterpiece I'd like to know if it's possible to get involved in developing the machine. I started learning mechanical engineering because I wanted to work at Ferrari 😁😁,3 months ago,ferrari_sf90,T6fjCqPmJU0,33,190,4.787878787878788,0,3,,,,😁😁,0.05,1.0,positive
297,INTENZO RC ACTION,UgyypmtAysrsFEIpiLl4AaABAg,Forza Ferrari! Forza Alfa Romeo! 🇮🇹🇮🇹🇮🇹🏆🏆🏆🏎🏎🏎 greetings from la Swezia 🇸🇪✌🏻👊🏻,3 months ago,ferrari_sf90,T6fjCqPmJU0,11,77,6.090909090909091,0,0,,,,🏆🏆🏆🏎🏎🏎✌👊,0.0,0.0,neutral
298,Tofuboi 86,UgyypmtAysrsFEIpiLl4AaABAg.8rNW6qrcjtQ8rO2tlh03pU,INTENZO RC ACTION NOOOO NO GOD PLEASE NOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO! THESE RETARDED ITALIANS ARE RUINING EVERYTHING! THEY JUST DESTROYED THE SAUBER! (and I dont care it is just renaming IT HAS AN ALFA LOGO ON IT (LAST YEAR IT WAS STILL SAUBER BUT NOW ITS NOT!),3 months ago,ferrari_sf90,T6fjCqPmJU0,44,278,5.340909090909091,0,37,,,,,-0.2916666666666667,0.32222222222222224,negative
301,Avv. Marco Chianello,Ugx11KwlIBe5alLUqdx4AaABAg,"Purtroppo, lo dico da italiano, vi massacreranno anche quest'anno. Sono, inoltre, sicuro dell'umiliazione da parte di Leclerc ai danni Vettel.",3 months ago (edited),ferrari_sf90,T6fjCqPmJU0,20,142,6.15,0,0,,,,,0.0,0.0,neutral
305,JohnFPV,UgzFbJycpFhG3Aml2O54AaABAg,#ForzaFerrari hope u the best for this season go for the champ !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,3 months ago,ferrari_sf90,T6fjCqPmJU0,13,93,6.230769230769231,0,0,,,#ForzaFerrari,,1.0,0.3,positive
306,Soda_84,Ugw4YzLex7efri5ncaZ4AaABAg,el auto es practicamente lo mismo y la decoracion es triste y horrenda,3 months ago,ferrari_sf90,T6fjCqPmJU0,13,70,4.461538461538462,0,0,,,,,0.0,0.0,neutral
309,Szybka Cebula,UgzyorS6VUUomp_LGQ14AaABAg,"Finally nice Ferrari car,wish Leclerc can do really big things in this.",3 months ago,ferrari_sf90,T6fjCqPmJU0,12,71,5.0,0,0,,,,,0.3,0.55,positive
